id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.identifier.arxiv,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"456066","20.500.11850/22","Meier, Claudio I.||Moraga, Jorge Sebastián||Pranzini, Geri||Molnar, Peter",,,"2022-06-23T09:32:32Z","2017-06-11T22:02:20Z||2019-09-10T09:55:42Z||2022-06-23T09:32:32Z","2015-12-15",,"Traditional frequency analysis of annual precipitation requires the fitting of a proba-bility model to yearly precipitation totals. There are three potential problems with thisapproach: a long record (at least 25∼30 years) is required in order to fit the model,years with missing data cannot be used, and the data need to be homogeneous. To overcome these limitations, we test an alternative methodology proposed by Eagleson(1978), based on the derived distribution approach (DDA). This allows for better estimation of the probability density function (pdf) of annual rainfall without requiring longrecords, provided that high-resolution precipitation data are available to derive external storm properties. The DDA combines marginal pdfs for storm depth and inter-arrival time to arrive at an analytical formulation of the distribution of annual precipitation underthe assumption of independence between events. We tested the DDA at two temperate locations in different climates (Concepción, Chile, and Lugano, Switzerland), quantify-ing the effects of record length. Our results show that, as compared to the fitting of anormal or log-normal distribution, the DDA significantly reduces the uncertainty in annual precipitation estimates (especially interannual variability) when only short recordsare  available. The  DDA also  reduces the  bias in  annual precipitation  quantiles withhigh return periods. We also show that using precipitation data aggregated every 24 h,as commonly available at most weather stations, introduces a noticeable bias in the DDA. Our results point to the tangible benefits of installing high-resolution (hourly or less) precipitation gauges at previously ungauged locations. We show that the DDA,in combination with high resolution gauging, provides more accurate and less uncertain estimates of long-term precipitation statistics such as interannual variability andquantiles of annual precipitation with high return periods even for records as short as 5 years.","application/pdf","10.3929/ethz-b-000108583",,"1812-2116||1812-2108",,"10.5194/hessd-12-12987-2015","http://hdl.handle.net/20.500.11850/108583","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Effects of record length and resolution on the derived distribution of annual precipitation","Working Paper","Open access",,,"2017-06-11T22:02:43Z",,"pub:169572",,"yes",,,,,,"imp593653d19515637286",,,,,"Hydrol. earth syst. sci.",,"Hydrology and Earth System Sciences Discussions","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"13018","12987","Göttingen","published",,,,"10.3929/ethz-b-000236736",,,,"2017-07-14T17:39:53Z","2023-02-07T03:44:00Z","true",,"ECIT",,,
"164485","20.500.11850/3","Watteaux, Romain||Stocker, Roman||Taylor, John R.",,,"2017-06-19T16:13:22Z","2017-06-19T16:13:22Z","2015-12",,,,,,"0022-5193||1095-8541",,"10.1016/j.jtbi.2015.08.006","http://hdl.handle.net/20.500.11850/164584","en","Elsevier",,,"Biophysical interaction||Mixing||Turbulence||Chemotaxis||Direct numerical simulation","Sensitivity of the rate of nutrient uptake by chemotactic bacteria to physical and biological parameters in a turbulent environment","Journal Article","Metadata only",,,"2017-06-19T16:15:37Z",,"pub:185532",,"yes",,,,,,"imp593654e79a9bf92663","000986147",,,,"J Theor Biol",,"Journal of Theoretical Biology","387","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","Received 21 April 2015, Revised 9 July 2015, Accepted 1 August 2015, Published online 21 September 2015.","135","120","Amsterdam","published",,,,,,,,"2017-07-31T16:26:48Z","2020-02-15T05:51:53Z","true",,"ECIT",,,
"105913","20.500.11850/3","Watteaux, Romain||Stocker, Roman||Taylor, John R.",,,"2017-06-11T20:23:38Z","2017-06-11T20:23:38Z","2015-12",,,,,,"0022-5193||1095-8541",,"10.1016/j.jtbi.2015.08.006","http://hdl.handle.net/20.500.11850/105946","en","Elsevier",,,"Biophysical interaction||Chemotaxis||Direct numerical simulation||Mixing||Turbulence","Sensitivity of the rate of nutrient uptake by chemotactic bacteria to physical and biological parameters in a turbulent environment","Journal Article","Metadata only",,,"2017-06-11T20:24:43Z",,"pub:165887",,"yes",,,,,,"imp5936539c9170256278","000986147","84945241967",,"000365245800013","J Theor Biol",,"Journal of Theoretical Biology","387","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","Published online 21 September 2015.","135","120","Amsterdam","published",,,,,,,,"2017-07-13T17:09:54Z","2020-02-14T15:50:25Z","true",,"ECIT",,,
"113288","20.500.11850/3","Ravndal, Kristin T.||Künzle, Rahel||Derlon, Nicolas||Morgenroth, Eberhard",,,"2017-06-12T01:21:44Z","2017-06-12T01:21:44Z","2015-12",,,,,,"2043-9083",,"10.2166/washdev.2015.174","http://hdl.handle.net/20.500.11850/113321","en","IWA Publishing",,,,"On-site treatment of used wash-water using biologically activated membrane bioreactors operated at different solids retention times","Journal Article","Metadata only",,,"2017-06-12T01:23:11Z",,"pub:175012",,"yes",,,,,,"imp59365425704c533080","007309582","84957593823",,"000374577900002",,"4","Journal of Water, Sanitation and Hygiene for Development","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"552","544","London","published",,,,,,,,"2017-07-13T12:51:37Z","2021-02-14T14:00:20Z","true",,"ECIT",,,
"107057","20.500.11850/3","Caicoya, Astor T.||Pardini, Matteo||Hajnsek, Irena||Papathanassiou, Konstantinos P.",,,"2017-06-11T21:16:45Z","2017-06-11T21:16:45Z","2015-12",,,,,,"1545-598X||1558-0571",,"10.1109/LGRS.2015.2477858","http://hdl.handle.net/20.500.11850/107090","en","IEEE",,,,"Forest Above-Ground Biomass Estimation From Vertical Reflectivity Profiles at L-Band","Journal Article","Metadata only",,,"2017-06-11T21:17:13Z",,"pub:167519",,"yes",,,,,,"imp593653b4c1f4650841","004675401","84947865128",,"000364993500005","IEEE geosci. remote sens. lett.","12","IEEE Geoscience and Remote Sensing Letters","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849","Published online 26 October 2015.","2383","2379","New York, NY","published",,,,,,,,"2017-07-14T13:46:01Z","2021-02-14T13:34:02Z","true",,"ECIT",,,
"108125","20.500.11850/3","Kaegi, Ralf||Voegelin, Andreas||Sinnet, Brian||Zuleeg, Steffen||Siegrist, Hansruedi||Burkhardt, Michael",,,"2017-06-11T21:47:20Z","2017-06-11T21:47:20Z","2015-12",,,,,,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2014.12.075","http://hdl.handle.net/20.500.11850/108158","en","Amsterdam",,,"Silver nanoparticles||Silver sulfide||Silver chloride||Sewer||Waste water||Speciation||Transformation","Transformation of AgCl nanoparticles in a sewer system — A field study","Journal Article","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168948",,"yes",,,,,,"imp593653c97c6d844216","000054939",,,,"Sci. Total Environ.","2015","Science of The Total Environment","535","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"27","20","Elsevier","published",,,,,,,,"2017-07-14T13:53:59Z","2022-03-28T14:22:14Z","true",,"ECIT",,,
"109491","20.500.11850/3","Mimoso, Joao||Pronk, Wouter||Morgenroth, Eberhard||Hammes, Frederik",,,"2017-06-11T22:42:58Z","2017-06-11T22:42:58Z","2015-12",,,,,,"1383-5866",,"10.1016/j.seppur.2015.09.070","http://hdl.handle.net/20.500.11850/109524","en","Elsevier Science",,,"Bacterial growth||Batch operation||Membrane filtration||Permeate quality||Biological stability||Drinking water","Bacterial growth in batch-operated membrane filtration systems for drinking water treatment","Journal Article","Metadata only",,,"2017-06-11T22:43:44Z",,"pub:170627",,"yes",,,,,,"imp593653e4090b848362","001825014","84956967916",,"000366537900009",,"Part 2","Separation and Purification Technology","156","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Received 1 June 2015, Revised 26 September 2015, Accepted 28 September 2015, Published online 30 September 2015.","174","165","Amsterdam","published",,,,,,,,"2017-07-14T12:59:58Z","2023-02-06T13:10:36Z","true",,"ECIT",,,
"462124","20.500.11850/4","Brumley, Douglas R.||Rusconi, Roberto||Son, Kwangmin||Stocker, Roman",,,"2022-08-08T12:35:54Z","2017-06-11T23:40:07Z||2022-08-08T12:35:54Z","2015-12","2015-12-15","How microorganisms interact with their environment and with their conspecifics depends strongly on their mechanical properties, on the hydrodynamic signatures they generate while swimming and on fluid flows in their environment. The rich fluid-structure interaction between flagella – the appendages microorganisms use for propulsion – and the surrounding flow, has broad reaching effects for both eukaryotic and prokaryotic microorganisms. Here, we discuss selected recent advances in our understanding of the physical ecology of microorganisms, which have hinged on the ability to directly interrogate the movement of individual cells and their swimming appendages, in precisely controlled fluid environments, and to image them at appropriately fast timescales. We review how a flagellar buckling instability can unexpectedly serve a fundamental function in the motility of bacteria, we elucidate the role of hydrodynamics and flexibility in the emergent properties of groups of eukaryotic flagella, and we show how fluid flows characteristic of microbial habitats can strongly bias the migration and spatial distribution of bacteria. The topics covered here are illustrative of the potential inherent in the adoption of experimental methods and conceptual frameworks from physics in understanding the lives of microorganisms.","application/pdf","10.3929/ethz-b-000111574",,"1951-6355||1951-6401",,"10.1140/epjst/e2015-02559-7","http://hdl.handle.net/20.500.11850/111574","en","Springer","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Flagella, flexibility and flow: Physical processes in microbial ecology","Review Article","Open access",,,"2017-06-11T23:40:59Z",,"pub:173004",,"yes",,,,,,"imp593654079ad3472946",,,,"000367309500002","Eur. Phys. J. Spec. Top.","17-18","The European Physical Journal Special Topics","224","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","It was possible to publish this article open access thanks to a Swiss National Licence with the publisher.","3140","3119","Berlin","published",,,,,,,,"2017-07-17T10:04:53Z","2023-02-07T05:09:19Z","true",,"ECIT",,,"publishedVersion"
"499555","20.500.11850/10","Steiner, Jakob F.||Miles, Evan S.||Brun, Fanny||Detert, Martin",,,"2023-05-12T09:14:22Z","2017-06-11T22:07:46Z||2023-05-12T09:14:22Z","2015-12",,,,,,,,,"http://hdl.handle.net/20.500.11850/108778","en","American Geophysical Union",,,,"Employing terrestrial photogrammetry to determine surface roughness on a debris covered glacier","Other Conference Item","Metadata only",,,"2017-06-11T22:08:08Z",,"pub:169793",,"yes","AGU Fall Meeting 2015","December 14-18, 2015","San Francisco, CA, USA",,,"imp593653d5674b113799",,,"https://agu.confex.com/agu/fm15/meetingapp.cgi/Paper/81672",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presentation on December 17, 2015.",,"C41D-0725","s.l.","published",,,,,,,"true","2017-07-12T17:04:15Z","2018-11-02T21:08:57Z","true","1 p.","ECIT",,,
"499545","20.500.11850/10","Remondi, Federica||Fatichi, Simone||Burlando, Paolo",,,"2023-05-12T09:00:39Z","2017-06-11T22:20:42Z||2017-08-22T11:42:34Z||2017-12-04T10:43:53Z||2023-05-12T09:00:39Z","2015-12",,,,,,,,,"http://hdl.handle.net/20.500.11850/109166","en","American Geophysical Union",,,,"Towards a Fully Distributed Characterization of Water Residence and Transit Time by Coupled Hydrology-Transport Modeling","Other Conference Item","Metadata only",,,"2017-06-11T22:21:08Z",,"pub:170217",,"yes","AGU Fall Meeting 2015","December 14-18, 2015","San Francisco, CA, USA","https://agu.confex.com/agu/fm15/meetingapp.cgi/Paper/78117",,"imp593653dd251a949594",,,,,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presentation on December 15, 2015.",,"H21F-1453","s.l.","published",,,,,,,"true","2017-07-12T23:54:08Z","2020-02-15T10:02:26Z","true","1 p.","ECIT",,,
"499542","20.500.11850/10","Saletti, Matteo||Molnar, Peter||Hassan, Marwan A.||Burlando, Paolo",,,"2023-05-12T08:56:32Z","2017-06-11T22:01:49Z||2023-05-12T08:56:32Z","2015-12",,,,,,,,,"http://hdl.handle.net/20.500.11850/108531","en","American Geophysical Union",,,,"A reduced-complexity model for sediment transport and step-pool morphology","Other Conference Item","Metadata only",,,"2017-06-11T22:02:43Z",,"pub:169511",,"yes","AGU Fall Meeting 2015","December 14-18, 2015","San Francisco, CA, USA",,,"imp593653d0a108393704",,,"https://agu.confex.com/agu/fm15/meetingapp.cgi/Paper/72953",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presentation on December 18, 2015.",,"EP53B-1005","s.l.","published",,,,"10.3929/ethz-b-000118953",,,"true","2017-07-18T17:43:16Z","2020-02-14T16:05:56Z","true","1 p.","ECIT",,,
"455626","20.500.11850/22","Leinss, Silvan||Löwe, Hennig||Proksch, Martin||Lemmetyinen, Juha||Wiesmann, Andreas||Hajnsek, Irena",,,"2022-06-21T10:45:40Z","2017-06-11T22:54:59Z||2019-05-06T09:41:07Z||2022-06-21T10:45:40Z","2015-11-05",,,"application/pdf","10.3929/ethz-b-000109928",,"1994-0432||1994-0440",,"10.5194/tcd-9-6061-2015","http://hdl.handle.net/20.500.11850/109928","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Anisotropy of seasonal snow measured by polarimetric phase differences in radar time series","Working Paper","Open access",,,"2017-06-11T22:55:37Z",,"pub:171071",,"yes",,,,,,"imp593653eb4114f70768",,,,,,"6","The Cryosphere Discussions","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"6123","6061","Göttingen","published",,,,"10.3929/ethz-b-000121191",,,,"2017-07-13T00:14:26Z","2023-02-07T03:39:42Z","true",,"ECIT",,,
"108549","20.500.11850/3","Saletti, Matteo||Molnar, Peter||Hassan, Marwan A.||Zimmermann, André||Church, Michael",,,"2017-06-11T22:02:20Z","2017-06-11T22:02:20Z","2015-11",,,,,,"0043-1397||1944-7973",,"10.1002/2015WR016929","http://hdl.handle.net/20.500.11850/108582","en","Wiley",,,,"Temporal variability and memory in sediment transport in an experimental step-pool channel","Journal Article","Metadata only",,,"2017-06-11T22:02:43Z",,"pub:169571",,"yes",,,,,,"imp593653d18ffc132241","000004612","84956991123",,"000368420000037","Water Resour. Res.","11","Water Resources Research","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 28 November 2015.","9337","9325","Malden","published",,,,,,,,"2017-07-17T09:13:19Z","2021-02-14T13:41:51Z","true",,"ECIT",,,
"107019","20.500.11850/3","Schlagenhauf, Lukas||Kianfar, Bahareh||Buerki-Thurnherr, Tina||Kuo, Yu-Ying||Wichser, Adrian||Nüesch, Frank||Wick, Peter||Wang, Jing",,,"2017-06-11T21:16:20Z","2017-06-11T21:16:20Z","2015-11",,,,,,"2040-3364||2040-3372",,"10.1039/c5nr05387k","http://hdl.handle.net/20.500.11850/107052","en","Royal Society of Chemistry",,,,"Weathering of a carbon nanotube/epoxy nanocomposite under UV light and in water bath: Impact on abraded particles","Journal Article","Metadata only",,,"2017-06-11T21:17:13Z",,"pub:167480",,"yes",,,,,,"imp593653b3d6ad865429","005917154","84946887696",,"000364824000020",,"44","Nanoscale","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03989||03887","03989||03887","Published online 9 August 2015.","18536","18524","Cambridge","published",,,,,,,,"2017-07-18T12:21:15Z","2021-02-14T13:33:54Z","true",,"ECIT",,,
"103094","20.500.11850/3","Thompson, Drew||Chen, Sheng-Chieh||Wang, Jing||Pui, David Y.H.",,,"2017-06-11T18:42:33Z","2017-06-11T18:42:33Z","2015-11",,,"application/pdf","10.3929/ethz-b-000103127",,"0003-4878||1475-3162",,"10.1093/annhyg/mev044","http://hdl.handle.net/20.500.11850/103127","en","Oxford University Press","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Carbon nanotubes||Exposure assessment||Nanofiller||Nanoparticle||Polymer extrusion||Polymer nanocomposite","Aerosol Emission Monitoring and Assessment of Potential Exposure to Multi-walled Carbon Nanotubes in the Manufacture of Polymer Nanocomposites","Journal Article","Open access",,,"2017-06-11T18:42:59Z","2018-11-01","pub:161323",,"yes",,,,,,"imp59365360be3e114416","000042349",,,"000365153800004",,"9","The annals of occupational hygiene","59","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887","Received 13 August 2014, Revision received 26 May 2015, Accepted 29 May 2015, First published online 23 July 2015. It was possible to publish this article open access thanks to a Swiss National Licence with the publisher","1151","1135","Oxford","published",,,,,,,,"2017-07-12T18:40:41Z","2021-02-14T13:10:32Z","true",,"ECIT",,,"publishedVersion"
"107490","20.500.11850/3","Galelli, Stefano||Castelletti, Andrea||Goedbloed, Albert",,,"2017-06-11T21:27:37Z","2017-06-11T21:27:37Z","2015-11",,,,,,"0043-1397||1944-7973",,"10.1002/2015WR017595","http://hdl.handle.net/20.500.11850/107523","en","Wiley",,,,"High-Performance Integrated Control of water quality and quantity in urban water reservoirs","Journal Article","Metadata only",,,"2017-06-11T21:27:42Z",,"pub:168123",,"yes",,,,,,"imp593653bd055d489707","000004612","84956745035",,"000368420000022","Water Resour. Res.","11","Water Resources Research","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 19 November 2015.","9072","9053","Malden, MA","published",,,,,,,,"2017-07-12T15:21:45Z","2021-02-14T13:36:41Z","true",,"ECIT",,,
